layer,pos,target,n,auc
20,61,leaked_vs_approp,234,0.675416899385622
20,61,refused_vs_rest,270,0.7579534662867996
20,62,leaked_vs_not,270,0.7430574878958205
20,62,leaked_vs_approp,234,0.7095667437963775
20,62,refused_vs_rest,270,0.8355887939221273
20,63,leaked_vs_not,270,0.7259725082085814
20,63,leaked_vs_approp,234,0.7263225085773557
20,63,refused_vs_rest,270,0.8603988603988604
20,64,leaked_vs_not,270,0.6806166175079303
20,64,leaked_vs_approp,234,0.7110827415622756
20,64,refused_vs_rest,270,0.8112535612535612
24,0,leaked_vs_not,270,0.689019978852468
24,0,leaked_vs_approp,234,0.6794861565467168
24,0,refused_vs_rest,270,0.8695394112060779
24,1,leaked_vs_not,270,0.6644220602148143
24,1,leaked_vs_approp,234,0.594590281656427
24,1,refused_vs_rest,270,0.8691832858499525
24,2,leaked_vs_not,270,0.6339250932160944
24,2,leaked_vs_approp,234,0.5707332641825581
24,2,refused_vs_rest,270,0.8122032288698956
24,3,leaked_vs_not,270,0.6124993043575047
24,3,leaked_vs_approp,234,0.6051224766616133
24,3,refused_vs_rest,270,0.780982905982906
24,4,leaked_vs_not,270,0.6419388947632033
24,4,leaked_vs_approp,234,0.5916380754807309
24,4,refused_vs_rest,270,0.8376068376068375
24,5,leaked_vs_not,270,0.6290277700484168
24,5,leaked_vs_approp,234,0.5562913907284768
24,5,refused_vs_rest,270,0.8133903133903134
24,6,leaked_vs_not,270,0.673048027157883
24,6,leaked_vs_approp,234,0.5969839623394241
24,6,refused_vs_rest,270,0.7897673314339981
24,7,leaked_vs_not,270,0.6428293171573265
24,7,leaked_vs_approp,234,0.57679725524615
24,7,refused_vs_rest,270,0.7974833808167142
24,8,leaked_vs_not,270,0.6230730702877177
24,8,leaked_vs_approp,234,0.5344291071571052
24,8,refused_vs_rest,270,0.7713675213675213
24,9,leaked_vs_not,270,0.5891257165117703
24,9,leaked_vs_approp,234,0.5209447059762227
24,9,refused_vs_rest,270,0.7536799620132955
24,10,leaked_vs_not,270,0.6212365740998386
24,10,leaked_vs_approp,234,0.5195882869225245
24,10,refused_vs_rest,270,0.7551044634377968
24,11,leaked_vs_not,270,0.6270799710612722
24,11,leaked_vs_approp,234,0.5756004149046516
24,11,refused_vs_rest,270,0.8042497625830959
24,12,leaked_vs_not,270,0.6140575435472202
24,12,leaked_vs_approp,234,0.5943509135881273
24,12,refused_vs_rest,270,0.7916666666666666
24,13,leaked_vs_not,270,0.6647559686126105
24,13,leaked_vs_approp,234,0.649245990584856
24,13,refused_vs_rest,270,0.7818138651471984
24,14,leaked_vs_not,270,0.6393789303800991
24,14,leaked_vs_approp,234,0.6048831085933137
24,14,refused_vs_rest,270,0.8884140550807217
24,15,leaked_vs_not,270,0.7246925260170293
24,15,leaked_vs_approp,234,0.6426234740285646
24,15,refused_vs_rest,270,0.8474596391263057
24,16,leaked_vs_not,270,0.6919138516333686
24,16,leaked_vs_approp,234,0.6014521662810182
24,16,refused_vs_rest,270,0.8218186134852802
24,17,leaked_vs_not,270,0.6569091212643998
24,17,leaked_vs_approp,234,0.6318519109550786
24,17,refused_vs_rest,270,0.8082858499525166
24,18,leaked_vs_not,270,0.6217930880961655
24,18,leaked_vs_approp,234,0.5981010133248226
24,18,refused_vs_rest,270,0.8404558404558404
24,19,leaked_vs_not,270,0.6602482052423617
24,19,leaked_vs_approp,234,0.5962658581345249
24,19,refused_vs_rest,270,0.7859686609686609
24,20,leaked_vs_not,270,0.662808169625466
24,20,leaked_vs_approp,234,0.554695603606479
24,20,refused_vs_rest,270,0.7522554605887939
24,21,leaked_vs_not,270,0.6748288719461295
24,21,leaked_vs_approp,234,0.6079151041251097
24,21,refused_vs_rest,270,0.801519468186135
24,22,leaked_vs_not,270,0.6526239634926818
24,22,leaked_vs_approp,234,0.6210005585254927
24,22,refused_vs_rest,270,0.8225308641975309
24,23,leaked_vs_not,270,0.5965273526629195
24,23,leaked_vs_approp,234,0.5369823665523019
24,23,refused_vs_rest,270,0.7802706552706553
24,24,leaked_vs_not,270,0.6610273248372196
24,24,leaked_vs_approp,234,0.5724088406606559
24,24,refused_vs_rest,270,0.7761158594491928
24,25,leaked_vs_not,270,0.6943625132172075
24,25,leaked_vs_approp,234,0.6216388733742919
24,25,refused_vs_rest,270,0.8568376068376068
24,26,leaked_vs_not,270,0.653514385886805
24,26,leaked_vs_approp,234,0.6359211681161733
24,26,refused_vs_rest,270,0.8948243114909781
24,27,leaked_vs_not,270,0.6944738160164728
24,27,leaked_vs_approp,234,0.6546716667996488
24,27,refused_vs_rest,270,0.8646723646723646
24,28,leaked_vs_not,270,0.6289164672491513
24,28,leaked_vs_approp,234,0.646932099257959
24,28,refused_vs_rest,270,0.8404558404558404
24,29,leaked_vs_not,270,0.6498413935110467
24,29,leaked_vs_approp,234,0.6799648926833161
24,29,refused_vs_rest,270,0.8085232668566003
24,30,leaked_vs_not,270,0.6700985029773497
24,30,leaked_vs_approp,234,0.6650442830926354
24,30,refused_vs_rest,270,0.7915479582146249
24,31,leaked_vs_not,270,0.7114474929044466
24,31,leaked_vs_approp,234,0.7047793824303838
24,31,refused_vs_rest,270,0.7927350427350428
24,32,leaked_vs_not,270,0.7097222995158328
24,32,leaked_vs_approp,234,0.6819596265858135
24,32,refused_vs_rest,270,0.7839506172839507
24,33,leaked_vs_not,270,0.6739941009516389
24,33,leaked_vs_approp,234,0.6809223649565147
24,33,refused_vs_rest,270,0.7577160493827162
24,34,leaked_vs_not,270,0.6841783070844233
24,34,leaked_vs_approp,234,0.6682358573366314
24,34,refused_vs_rest,270,0.7830009496676164
24,35,leaked_vs_not,270,0.6400467471756915
24,35,leaked_vs_approp,234,0.676135003590521
24,35,refused_vs_rest,270,0.7996201329534663
24,36,leaked_vs_not,270,0.6613055818353831
24,36,leaked_vs_approp,234,0.6519588286922525
24,36,refused_vs_rest,270,0.825735992402659
24,37,leaked_vs_not,270,0.6404919583727531
24,37,leaked_vs_approp,234,0.6491662012287561
24,37,refused_vs_rest,270,0.8233618233618234
24,38,leaked_vs_not,270,0.6311425232344593
24,38,leaked_vs_approp,234,0.6719061677172264
24,38,refused_vs_rest,270,0.7919040835707502
24,39,leaked_vs_not,270,0.6713228337692694
24,39,leaked_vs_approp,234,0.718503151679566
24,39,refused_vs_rest,270,0.8167141500474834
24,40,leaked_vs_not,270,0.6990928821859869
24,40,leaked_vs_approp,234,0.7240884066065586
24,40,refused_vs_rest,270,0.8262108262108262
24,41,leaked_vs_not,270,0.7270855362012355
24,41,leaked_vs_approp,234,0.7408441713875369
24,41,refused_vs_rest,270,0.8021130104463439
24,42,leaked_vs_not,270,0.7347654293505481
24,42,leaked_vs_approp,234,0.7710045479932978
24,42,refused_vs_rest,270,0.7638888888888888
24,43,leaked_vs_not,270,0.7065501697367689
24,43,leaked_vs_approp,234,0.7489028963536265
24,43,refused_vs_rest,270,0.7264957264957265
24,44,leaked_vs_not,270,0.6717123935666981
24,44,leaked_vs_approp,234,0.7015878081863879
24,44,refused_vs_rest,270,0.7674501424501423
24,45,leaked_vs_not,270,0.6739384495520063
24,45,leaked_vs_approp,234,0.6417457911114658
24,45,refused_vs_rest,270,0.778727445394112
24,46,leaked_vs_not,270,0.7036562969558684
24,46,leaked_vs_approp,234,0.704699593074284
24,46,refused_vs_rest,270,0.7819325735992403
24,47,leaked_vs_not,270,0.7284211697924202
24,47,leaked_vs_approp,234,0.6841937285566106
24,47,refused_vs_rest,270,0.8161206077872745
24,48,leaked_vs_not,270,0.7385497245255718
24,48,leaked_vs_approp,234,0.7167477858453682
24,48,refused_vs_rest,270,0.7811016144349479
24,49,leaked_vs_not,270,0.6565195614669709
24,49,leaked_vs_approp,234,0.63847442751137
24,49,refused_vs_rest,270,0.7999762583095916
24,50,leaked_vs_not,270,0.7242473148199677
24,50,leaked_vs_approp,234,0.7366951248703423
24,50,refused_vs_rest,270,0.7243589743589743
24,51,leaked_vs_not,270,0.6349824698091157
24,51,leaked_vs_approp,234,0.619963296896194
24,51,refused_vs_rest,270,0.7283950617283951
24,52,leaked_vs_not,270,0.637709388391118
24,52,leaked_vs_approp,234,0.6306550706135802
24,52,refused_vs_rest,270,0.709639126305793
24,53,leaked_vs_not,270,0.674161055150537
24,53,leaked_vs_approp,234,0.6340860129258756
24,53,refused_vs_rest,270,0.7943969610636278
24,54,leaked_vs_not,270,0.6815070399020535
24,54,leaked_vs_approp,234,0.6466927311896593
24,54,refused_vs_rest,270,0.8542260208926875
24,55,leaked_vs_not,270,0.6583004062552174
24,55,leaked_vs_approp,234,0.6357615894039736
24,55,refused_vs_rest,270,0.7630579297245964
24,56,leaked_vs_not,270,0.6370972229951584
24,56,leaked_vs_approp,234,0.6678369105561318
24,56,refused_vs_rest,270,0.7194919278252612
24,57,leaked_vs_not,270,0.6175635817240804
24,57,leaked_vs_approp,234,0.6446979972871618
24,57,refused_vs_rest,270,0.7545109211775878
24,58,leaked_vs_not,270,0.6571873782625632
24,58,leaked_vs_approp,234,0.6329689619404772
24,58,refused_vs_rest,270,0.7736229819563153
24,59,leaked_vs_not,270,0.6454449329400633
24,59,leaked_vs_approp,234,0.6415862123992659
24,59,refused_vs_rest,270,0.7097578347578347
24,60,leaked_vs_not,270,0.6690411263843284
24,60,leaked_vs_approp,234,0.679166999122317
24,60,refused_vs_rest,270,0.7412155745489079
24,61,leaked_vs_not,270,0.6424954087595304
24,61,leaked_vs_approp,234,0.5954679645735259
24,61,refused_vs_rest,270,0.7513057929724597
24,62,leaked_vs_not,270,0.7073849407312593
24,62,leaked_vs_approp,234,0.650761988350754
24,62,refused_vs_rest,270,0.8085232668566003
24,63,leaked_vs_not,270,0.7098892537147309
24,63,leaked_vs_approp,234,0.7071730631133807
24,63,refused_vs_rest,270,0.8304843304843305
24,64,leaked_vs_not,270,0.6634203350214258
24,64,leaked_vs_approp,234,0.6765339503710205
24,64,refused_vs_rest,270,0.77326685660019
28,0,leaked_vs_not,270,0.6554621848739497
28,0,leaked_vs_approp,234,0.6783691055613181
28,0,refused_vs_rest,270,0.8150522317188984
28,1,leaked_vs_not,270,0.6131671211530968
28,1,leaked_vs_approp,234,0.570892842894758
28,1,refused_vs_rest,270,0.8199192782526116
28,2,leaked_vs_not,270,0.6076576325894596
28,2,leaked_vs_approp,234,0.5828612463097422
28,2,refused_vs_rest,270,0.7813390313390314
28,3,leaked_vs_not,270,0.5651399632700762
28,3,leaked_vs_approp,234,0.5637118008457673
28,3,refused_vs_rest,270,0.7542735042735043
28,4,leaked_vs_not,270,0.6143914519450163
28,4,leaked_vs_approp,234,0.5640309582701666
28,4,refused_vs_rest,270,0.8264482431149098
28,5,leaked_vs_not,270,0.6025377038232511
28,5,leaked_vs_approp,234,0.522380914386021
28,5,refused_vs_rest,270,0.7679249762583096
28,6,leaked_vs_not,270,0.6372085257944238
28,6,leaked_vs_approp,234,0.5710524216069576
28,6,refused_vs_rest,270,0.7589031339031339
28,7,leaked_vs_not,270,0.6504535589070065
28,7,leaked_vs_approp,234,0.5852549269927393
28,7,refused_vs_rest,270,0.7922602089268755
28,8,leaked_vs_not,270,0.6035394290166397
28,8,leaked_vs_approp,234,0.5284449054496131
28,8,refused_vs_rest,270,0.742283950617284
28,9,leaked_vs_not,270,0.5695364238410596
28,9,leaked_vs_approp,234,0.47035825420888855
28,9,refused_vs_rest,270,0.7121320037986705
28,10,leaked_vs_not,270,0.5953586732706327
28,10,leaked_vs_approp,234,0.4899066464533631
28,10,refused_vs_rest,270,0.7254273504273504
28,11,leaked_vs_not,270,0.5795536757749458
28,11,leaked_vs_approp,234,0.5304396393521105
28,11,refused_vs_rest,270,0.7729107312440645
28,12,leaked_vs_not,270,0.5694251210417942
28,12,leaked_vs_approp,234,0.5541370781137795
28,12,refused_vs_rest,270,0.783713200379867
28,13,leaked_vs_not,270,0.6574656352607268
28,13,leaked_vs_approp,234,0.6324902258038778
28,13,refused_vs_rest,270,0.7761158594491927
28,14,leaked_vs_not,270,0.6284156046524569
28,14,leaked_vs_approp,234,0.5835793505146414
28,14,refused_vs_rest,270,0.8449667616334283
28,15,leaked_vs_not,270,0.6771105793310701
28,15,leaked_vs_approp,234,0.5866113460464374
28,15,refused_vs_rest,270,0.7801519468186136
28,16,leaked_vs_not,270,0.6700428515777173
28,16,leaked_vs_approp,234,0.5956275432857258
28,16,refused_vs_rest,270,0.8056742640075973
28,17,leaked_vs_not,270,0.6456675385385942
28,17,leaked_vs_approp,234,0.596904172983324
28,17,refused_vs_rest,270,0.7884615384615384
28,18,leaked_vs_not,270,0.6143358005453836
28,18,leaked_vs_approp,234,0.5701747386898588
28,18,refused_vs_rest,270,0.8051994301994302
28,19,leaked_vs_not,270,0.6512326785018644
28,19,leaked_vs_approp,234,0.587728397031836
28,19,refused_vs_rest,270,0.7972459639126306
28,20,leaked_vs_not,270,0.6718236963659637
28,20,leaked_vs_approp,234,0.5980212239687226
28,20,refused_vs_rest,270,0.7555792972459638
28,21,leaked_vs_not,270,0.6639768490177528
28,21,leaked_vs_approp,234,0.613739727120402
28,21,refused_vs_rest,270,0.7920227920227921
28,22,leaked_vs_not,270,0.6280816962546608
28,22,leaked_vs_approp,234,0.5998563791590202
28,22,refused_vs_rest,270,0.7983143399810066
28,23,leaked_vs_not,270,0.5922421948912014
28,23,leaked_vs_approp,234,0.5357057368547036
28,23,refused_vs_rest,270,0.7846628679962013
28,24,leaked_vs_not,270,0.6495631365128833
28,24,leaked_vs_approp,234,0.5744035745631533
28,24,refused_vs_rest,270,0.7712488129154795
28,25,leaked_vs_not,270,0.7103344649117925
28,25,leaked_vs_approp,234,0.6289794941354824
28,25,refused_vs_rest,270,0.8317901234567902
28,26,leaked_vs_not,270,0.6315320830318882
28,26,leaked_vs_approp,234,0.6032075321152158
28,26,refused_vs_rest,270,0.8863960113960114
28,27,leaked_vs_not,270,0.6895208414491624
28,27,leaked_vs_approp,234,0.6425436846724646
28,27,refused_vs_rest,270,0.8184947768281101
28,28,leaked_vs_not,270,0.603483777617007
28,28,leaked_vs_approp,234,0.6043245831006144
28,28,refused_vs_rest,270,0.8243114909781576
28,29,leaked_vs_not,270,0.6285269074517223
28,29,leaked_vs_approp,234,0.6679166999122317
28,29,refused_vs_rest,270,0.7464387464387465
28,30,leaked_vs_not,270,0.6688741721854305
28,30,leaked_vs_approp,234,0.6796457352589165
28,30,refused_vs_rest,270,0.7594966761633428
28,31,leaked_vs_not,270,0.6768879737325393
28,31,leaked_vs_approp,234,0.6741402696880237
28,31,refused_vs_rest,270,0.7656695156695157
28,32,leaked_vs_not,270,0.7157326506761645
28,32,leaked_vs_approp,234,0.6990345487911912
28,32,refused_vs_rest,270,0.7637701804368471
28,33,leaked_vs_not,270,0.6981468083922311
28,33,leaked_vs_approp,234,0.6931301364397989
28,33,refused_vs_rest,270,0.7340930674264007
28,34,leaked_vs_not,270,0.6844565640825867
28,34,leaked_vs_approp,234,0.6614537620681401
28,34,refused_vs_rest,270,0.7661443494776828
28,35,leaked_vs_not,270,0.6155601313373031
28,35,leaked_vs_approp,234,0.6404691614138674
28,35,refused_vs_rest,270,0.7674501424501425
28,36,leaked_vs_not,270,0.6159496911347322
28,36,leaked_vs_approp,234,0.6251496050426874
28,36,refused_vs_rest,270,0.7911918328584997
28,37,leaked_vs_not,270,0.6263008514664143
28,37,leaked_vs_approp,234,0.651559881911753
28,37,refused_vs_rest,270,0.8171889838556505
28,38,leaked_vs_not,270,0.6157270855362011
28,38,leaked_vs_approp,234,0.6341658022819756
28,38,refused_vs_rest,270,0.7729107312440647
28,39,leaked_vs_not,270,0.6602482052423618
28,39,leaked_vs_approp,234,0.6825979414346126
28,39,refused_vs_rest,270,0.7995014245014246
28,40,leaked_vs_not,270,0.652234403695253
28,40,leaked_vs_approp,234,0.6841937285566104
28,40,refused_vs_rest,270,0.7974833808167141
28,41,leaked_vs_not,270,0.7164004674717569
28,41,leaked_vs_approp,234,0.7078113779621799
28,41,refused_vs_rest,270,0.7799145299145298
28,42,leaked_vs_not,270,0.7093327397184038
28,42,leaked_vs_approp,234,0.7477858453682278
28,42,refused_vs_rest,270,0.744420702754036
28,43,leaked_vs_not,270,0.6604708108408928
28,43,leaked_vs_approp,234,0.710683794781776
28,43,refused_vs_rest,270,0.7038224121557455
28,44,leaked_vs_not,270,0.6311425232344594
28,44,leaked_vs_approp,234,0.6396712678528684
28,44,refused_vs_rest,270,0.7600902184235517
28,45,leaked_vs_not,270,0.6524570092937837
28,45,leaked_vs_approp,234,0.5913987074124312
28,45,refused_vs_rest,270,0.7599715099715099
28,46,leaked_vs_not,270,0.687183482664589
28,46,leaked_vs_approp,234,0.6814011010931141
28,46,refused_vs_rest,270,0.7113010446343779
28,47,leaked_vs_not,270,0.7028771773610106
28,47,leaked_vs_approp,234,0.6613739727120403
28,47,refused_vs_rest,270,0.8308404558404558
28,48,leaked_vs_not,270,0.7231342868273137
28,48,leaked_vs_approp,234,0.6802042607516158
28,48,refused_vs_rest,270,0.7618708452041786
28,49,leaked_vs_not,270,0.679559240914909
28,49,leaked_vs_approp,234,0.6525971435410518
28,49,refused_vs_rest,270,0.737773029439696
28,50,leaked_vs_not,270,0.6982024597918638
28,50,leaked_vs_approp,234,0.694646134205697
28,50,refused_vs_rest,270,0.6860161443494777
28,51,leaked_vs_not,270,0.6062663475986421
28,51,leaked_vs_approp,234,0.5963456474906248
28,51,refused_vs_rest,270,0.7197293447293447
28,52,leaked_vs_not,270,0.6441649507485113
28,52,leaked_vs_approp,234,0.6230750817840901
28,52,refused_vs_rest,270,0.6613247863247864
28,53,leaked_vs_not,270,0.6506205131059046
28,53,leaked_vs_approp,234,0.6059203702226124
28,53,refused_vs_rest,270,0.7381291547958215
28,54,leaked_vs_not,270,0.6548500194779898
28,54,leaked_vs_approp,234,0.6336072767892763
28,54,refused_vs_rest,270,0.8029439696106363
28,55,leaked_vs_not,270,0.690188658244755
28,55,leaked_vs_approp,234,0.6514003031995532
28,55,refused_vs_rest,270,0.7384852801519468
28,56,leaked_vs_not,270,0.6378763425900161
28,56,leaked_vs_approp,234,0.6726242719221256
28,56,refused_vs_rest,270,0.6915954415954416
28,57,leaked_vs_not,270,0.6017585842283933
28,57,leaked_vs_approp,234,0.6117449932179048
28,57,refused_vs_rest,270,0.6875593542260209
28,58,leaked_vs_not,270,0.6673715843953476
28,58,leaked_vs_approp,234,0.6470118886140589
28,58,refused_vs_rest,270,0.7158119658119658
28,59,leaked_vs_not,270,0.6043742000111303
28,59,leaked_vs_approp,234,0.58461661214394
28,59,refused_vs_rest,270,0.6938509021842355
28,60,leaked_vs_not,270,0.6364294061995659
28,60,leaked_vs_approp,234,0.6036862682518153
28,60,refused_vs_rest,270,0.6584757834757835
28,61,leaked_vs_not,270,0.6259669430686182
28,61,leaked_vs_approp,234,0.5364238410596027
28,61,refused_vs_rest,270,0.7458452041785375
28,62,leaked_vs_not,270,0.6482831543213312
28,62,leaked_vs_approp,234,0.5891646054416341
28,62,refused_vs_rest,270,0.7979582146248813
28,63,leaked_vs_not,270,0.7008737269742333
28,63,leaked_vs_approp,234,0.7119604244793745
28,63,refused_vs_rest,270,0.8277540360873694
28,64,leaked_vs_not,270,0.6736601925538428
28,64,leaked_vs_approp,234,0.6580228197558445
28,64,refused_vs_rest,270,0.7946343779677113
